9-a-flip-color,"['corr: 0.991', 'ems: 0.992', 'jaccard: 0.920', 'J_q: 0.345']",-36.83841792
9-b-flip-color,"['corr: 0.983', 'ems: 0.997', 'jaccard: 0.930', 'J_q: 0.421']",-36.83841792
9-a-rotated,"['corr: 0.991', 'ems: 0.992', 'jaccard: 0.920', 'J_q: 0.346']",-36.83841792
9-b-rotated,"['corr: 0.983', 'ems: 0.997', 'jaccard: 0.930', 'J_q: 0.409']",-36.83841792
9-a,"['corr: 0.991', 'ems: 0.992', 'jaccard: 0.920', 'J_q: 0.354']",-36.83841792
9-b,"['corr: 0.983', 'ems: 0.997', 'jaccard: 0.930', 'J_q: 0.408']",-36.83841792
8-a-flip-color,"['corr: 0.991', 'ems: 0.993', 'jaccard: 0.918', 'J_q: 0.404']",-81.10835435
8-b-flip-color,"['corr: 0.971', 'ems: 0.994', 'jaccard: 0.933', 'J_q: 0.570']",-81.10835435
8-a-rotated,"['corr: 0.991', 'ems: 0.993', 'jaccard: 0.918', 'J_q: 0.413']",-81.10835435
8-b-rotated,"['corr: 0.971', 'ems: 0.994', 'jaccard: 0.933', 'J_q: 0.554']",-81.10835435
8-a,"['corr: 0.991', 'ems: 0.993', 'jaccard: 0.918', 'J_q: 0.405']",-81.10835435
8-b,"['corr: 0.971', 'ems: 0.994', 'jaccard: 0.933', 'J_q: 0.571']",-81.10835435
7-a-flip-color,"['corr: 0.876', 'ems: 0.990', 'jaccard: 0.810', 'J_q: 0.398']",-10.17444616
7-b-flip-color,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.477']",-10.17444616
7-a-rotated,"['corr: 0.876', 'ems: 0.990', 'jaccard: 0.810', 'J_q: 0.362']",-10.17444616
7-b-rotated,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.409']",-10.17444616
7-a,"['corr: 0.876', 'ems: 0.990', 'jaccard: 0.810', 'J_q: 0.457']",-10.17444616
7-b,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.501']",-10.17444616
6-a-flip-color,"['corr: 0.955', 'ems: 0.983', 'jaccard: 0.786', 'J_q: 0.285']",-35.99106964
6-b-flip-color,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.509']",-35.99106964
6-a-rotated,"['corr: 0.955', 'ems: 0.983', 'jaccard: 0.786', 'J_q: 0.232']",-35.99106964
6-b-rotated,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.507']",-35.99106964
6-a,"['corr: 0.955', 'ems: 0.983', 'jaccard: 0.786', 'J_q: 0.232']",-35.99106964
6-b,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.571']",-35.99106964
5-a-flip-color,"['corr: 0.884', 'ems: 0.996', 'jaccard: 0.814', 'J_q: 0.766']",43.21970559476084
5-b-flip-color,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.427']",43.21970559476084
5-a-rotated,"['corr: 0.884', 'ems: 0.996', 'jaccard: 0.814', 'J_q: 0.825']",43.21970559476084
5-b-rotated,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.550']",43.21970559476084
5-a,"['corr: 0.884', 'ems: 0.996', 'jaccard: 0.814', 'J_q: 0.747']",43.21970559476084
5-b,"['corr: 0.905', 'ems: 0.991', 'jaccard: 0.842', 'J_q: 0.427']",43.21970559476084
4-a-flip-color,"['corr: 0.995', 'ems: 0.991', 'jaccard: 0.724', 'J_q: 0.755']",164.2933436359985
4-b-flip-color,"['corr: 0.965', 'ems: 0.971', 'jaccard: 0.725', 'J_q: 0.303']",164.2933436359985
4-a-rotated,"['corr: 0.995', 'ems: 0.991', 'jaccard: 0.724', 'J_q: 0.748']",164.2933436359985
4-b-rotated,"['corr: 0.965', 'ems: 0.971', 'jaccard: 0.725', 'J_q: 0.297']",164.2933436359985
4-a,"['corr: 0.995', 'ems: 0.991', 'jaccard: 0.724', 'J_q: 0.757']",164.2933436359985
4-b,"['corr: 0.965', 'ems: 0.971', 'jaccard: 0.725', 'J_q: 0.296']",164.2933436359985
3-a-flip-color,"['corr: 0.955', 'ems: 0.989', 'jaccard: 0.733', 'J_q: 0.685']",-12.27701715
3-b-flip-color,"['corr: 0.980', 'ems: 0.991', 'jaccard: 0.721', 'J_q: 0.768']",-12.27701715
3-a-rotated,"['corr: 0.955', 'ems: 0.989', 'jaccard: 0.733', 'J_q: 0.675']",-12.27701715
3-b-rotated,"['corr: 0.980', 'ems: 0.991', 'jaccard: 0.721', 'J_q: 0.763']",-12.27701715
3-a,"['corr: 0.955', 'ems: 0.989', 'jaccard: 0.733', 'J_q: 0.720']",-12.27701715
3-b,"['corr: 0.980', 'ems: 0.991', 'jaccard: 0.721', 'J_q: 0.768']",-12.27701715
2-a-flip-color,"['corr: 0.960', 'ems: 0.964', 'jaccard: 0.930', 'J_q: 0.299']",112.8056289
2-b-flip-color,"['corr: 0.985', 'ems: 0.974', 'jaccard: 0.923', 'J_q: 0.166']",112.8056289
2-a-rotated,"['corr: 0.960', 'ems: 0.964', 'jaccard: 0.930', 'J_q: 0.311']",112.8056289
2-b-rotated,"['corr: 0.985', 'ems: 0.974', 'jaccard: 0.923', 'J_q: 0.168']",112.8056289
2-a,"['corr: 0.960', 'ems: 0.964', 'jaccard: 0.930', 'J_q: 0.295']",112.8056289
2-b,"['corr: 0.985', 'ems: 0.974', 'jaccard: 0.923', 'J_q: 0.166']",112.8056289
1-a-flip-color,"['corr: 0.970', 'ems: 0.994', 'jaccard: 0.863', 'J_q: 0.140']",-87.97102689
1-b-flip-color,"['corr: 0.890', 'ems: 0.955', 'jaccard: 0.918', 'J_q: 0.205']",-87.97102689
1-a-rotated,"['corr: 0.970', 'ems: 0.994', 'jaccard: 0.863', 'J_q: 0.141']",-87.97102689
1-b-rotated,"['corr: 0.890', 'ems: 0.955', 'jaccard: 0.918', 'J_q: 0.201']",-87.97102689
1-a,"['corr: 0.970', 'ems: 0.994', 'jaccard: 0.863', 'J_q: 0.143']",-87.97102689
1-b,"['corr: 0.890', 'ems: 0.955', 'jaccard: 0.918', 'J_q: 0.207']",-87.97102689
